history_id,account_id,borrower_id,event_at,status,changed_by,source,recorded_at,snap_month,loan_type,dpd,risk_segment,outstanding_amount
HISTORY0004364,ACC0012022,BRW0005699,2026-03-01 07:51:27,ACTIVE,AGT0000029,PAYMENT,2026-02-28 13:43:32,2026-03,CREDIT_CARD,120,NPA,387048.29
HISTORY0000374,ACC0011582,BRW0008291,2026-03-01 07:44:33,ACTIVE,AGT0000092,CORE,2026-03-01 09:44:19,2026-03,CREDIT_CARD,45,NPA,85586.12
HISTORY0027936,ACC0006918,BRW0001879,2026-03-01 07:32:40,NPA,AGT0000072,PAYMENT,2026-03-01 04:00:41,2026-03,CONSUMER,120,HIGH,49266.67
HISTORY0053702,ACC0003356,BRW0000243,2026-03-01 07:27:45,ACTIVE,AGT0000073,CALL,2026-03-01 08:10:41,2026-03,CONSUMER,90,LOW,31624.44
HISTORY0042144,ACC0005989,BRW0003246,2026-03-01 07:25:38,CLOSED,AGT0000056,FIELD,2026-02-28 11:50:58,2026-03,AUTO,120,NPA,100851.56
HISTORY0019435,ACC0004957,BRW0006112,2026-03-01 07:25:31,DELINQUENT,AGT0000015,CALL,2026-03-01 07:34:59,2026-03,AUTO,75,NPA,58143.83
HISTORY0003145,ACC0008578,BRW0001353,2026-03-01 07:23:55,DELINQUENT,AGT0000058,PAYMENT,2026-02-28 20:08:03,2026-03,AUTO,1,LOW,123740.03
HISTORY0053179,ACC0021348,BRW0006744,2026-03-01 07:13:00,WRITEOFF,AGT0000011,PAYMENT,2026-02-28 23:33:53,2026-03,CREDIT_CARD,0,HIGH,84252.41
HISTORY0018307,ACC0000417,BRW0001208,2026-03-01 07:04:17,NPA,AGT0000051,CALL,2026-02-28 22:31:52,2026-03,CONSUMER,180,HIGH,682828.81
HISTORY0030347,ACC0027236,BRW0000349,2026-03-01 07:02:57,NPA,AGT0000019,PAYMENT,2026-03-01 04:01:30,2026-03,AUTO,75,HIGH,15424.8
HISTORY0022038,ACC0009289,BRW0008584,2026-03-01 06:55:28,PAID,AGT0000002,CALL,2026-03-01 17:06:07,2026-03,CREDIT_CARD,0,MEDIUM,248430.57
HISTORY0022875,ACC0001471,BRW0006433,2026-03-01 06:54:32,NPA,AGT0000052,FIELD,2026-02-28 10:39:59,2026-03,PERSONAL,1,HIGH,484639.78
HISTORY0004770,ACC0026676,BRW0000999,2026-03-01 06:50:35,PAID,AGT0000054,BATCH,2026-03-01 00:37:38,2026-03,PERSONAL,60,HIGH,261602.4
HISTORY0021101,ACC0009080,BRW0011072,2026-03-01 06:45:34,CLOSED,AGT0000076,CALL,2026-03-01 14:51:35,2026-03,CONSUMER,30,NPA,30468.76
HISTORY0028192,ACC0000599,BRW0011884,2026-03-01 06:42:17,DELINQUENT,AGT0000026,FIELD,2026-03-01 14:20:57,2026-03,BNPL,5,NPA,474322.96
HISTORY0059071,ACC0008503,BRW0011826,2026-03-01 06:31:07,NPA,AGT0000010,BATCH,2026-02-28 20:02:16,2026-03,AUTO,75,NPA,689946.83
HISTORY0011777,ACC0024010,BRW0011221,2026-03-01 06:27:06,PAID,AGT0000010,FIELD,2026-03-01 12:08:32,2026-03,PERSONAL,30,LOW,143356.52
HISTORY0003687,ACC0023770,BRW0003201,2026-03-01 06:05:41,NPA,AGT0000027,FIELD,2026-03-01 04:49:33,2026-03,BNPL,1,LOW,462583.14
HISTORY0024967,ACC0019069,BRW0000658,2026-03-01 05:56:13,PTP,AGT0000011,CORE,2026-03-01 20:26:15,2026-03,CREDIT_CARD,5,LOW,92880.88
HISTORY0016990,ACC0026547,BRW0010722,2026-03-01 05:50:50,ACTIVE,AGT0000069,CALL,2026-02-28 17:24:55,2026-03,BNPL,90,NPA,271779.31
HISTORY0056036,ACC0005467,BRW0007006,2026-03-01 05:36:56,PAID,AGT0000057,CALL,2026-03-02 00:07:32,2026-03,PERSONAL,15,HIGH,521838.42
HISTORY0049817,ACC0023058,BRW0001135,2026-03-01 05:25:13,PTP,AGT0000073,CORE,2026-03-01 18:41:09,2026-03,PERSONAL,45,LOW,699767.81
HISTORY0000592,ACC0013470,BRW0010173,2026-03-01 05:22:23,WRITEOFF,AGT0000024,PAYMENT,2026-03-02 04:52:30,2026-03,CREDIT_CARD,180,MEDIUM,289883.56
HISTORY0048063,ACC0020499,BRW0002719,2026-03-01 05:18:13,PTP,AGT0000083,CORE,2026-03-01 19:36:31,2026-03,PERSONAL,90,HIGH,299175.1
HISTORY0050863,ACC0017780,BRW0004813,2026-03-01 05:13:01,ACTIVE,AGT0000088,PAYMENT,2026-02-28 18:42:17,2026-03,PERSONAL,15,HIGH,279003.49
HISTORY0040121,ACC0026072,BRW0006285,2026-03-01 05:10:23,DELINQUENT,AGT0000017,FIELD,2026-02-28 19:26:02,2026-03,CREDIT_CARD,0,MEDIUM,491492.48
HISTORY0033163,ACC0001954,BRW0008666,2026-03-01 05:04:24,WRITEOFF,AGT0000079,CORE,2026-02-28 10:30:41,2026-03,CREDIT_CARD,120,MEDIUM,155018.86
HISTORY0029390,ACC0006274,BRW0003941,2026-03-01 04:45:54,NPA,AGT0000034,CORE,2026-03-02 01:20:24,2026-03,AUTO,1,LOW,1003.25
HISTORY0036153,ACC0019453,BRW0001235,2026-03-01 04:40:08,ACTIVE,AGT0000051,BATCH,2026-02-28 20:28:00,2026-03,BNPL,90,NPA,537654.64
HISTORY0001641,ACC0013138,BRW0007779,2026-03-01 04:31:13,NPA,AGT0000075,FIELD,2026-02-28 14:26:03,2026-03,PERSONAL,75,MEDIUM,190837.56
HISTORY0001834,ACC0003868,BRW0002176,2026-03-01 04:20:35,NPA,AGT0000022,CALL,2026-03-01 05:29:39,2026-03,AUTO,45,LOW,342823.69
HISTORY0030127,ACC0013849,BRW0007280,2026-03-01 04:17:41,WRITEOFF,AGT0000058,CORE,2026-03-01 00:30:44,2026-03,BNPL,5,HIGH,216176.5
HISTORY0024757,ACC0025775,BRW0004849,2026-03-01 04:15:46,WRITEOFF,AGT0000061,CORE,2026-03-01 05:19:19,2026-03,BNPL,180,MEDIUM,36290.71
HISTORY0002171,ACC0027007,BRW0004931,2026-03-01 04:09:14,WRITEOFF,AGT0000003,CALL,2026-03-01 21:36:41,2026-03,PERSONAL,60,MEDIUM,303238.32
HISTORY0003387,ACC0005646,BRW0000475,2026-03-01 03:44:36,WRITEOFF,AGT0000073,CALL,2026-02-28 13:39:08,2026-03,AUTO,60,LOW,617349.98
HISTORY0055785,ACC0022160,BRW0008310,2026-03-01 03:28:54,PTP,AGT0000025,FIELD,2026-03-01 11:49:10,2026-03,BNPL,30,MEDIUM,366093.96
HISTORY0047157,ACC0022470,BRW0011292,2026-03-01 03:27:21,NPA,AGT0000098,BATCH,2026-02-28 12:02:28,2026-03,CREDIT_CARD,90,HIGH,501517.78
HISTORY0017189,ACC0007248,BRW0008925,2026-03-01 03:25:41,CLOSED,AGT0000053,CALL,2026-02-28 14:10:36,2026-03,AUTO,0,MEDIUM,625039.49
HISTORY0010458,ACC0018573,BRW0008792,2026-03-01 03:19:45,NPA,AGT0000009,PAYMENT,2026-03-01 21:02:40,2026-03,CONSUMER,75,MEDIUM,484223.98
HISTORY0024025,ACC0003145,BRW0002009,2026-03-01 03:15:38,DELINQUENT,AGT0000029,BATCH,2026-02-28 11:08:13,2026-03,CREDIT_CARD,30,LOW,381942.96
HISTORY0053914,ACC0001753,BRW0006482,2026-03-01 03:13:30,DELINQUENT,AGT0000074,CORE,2026-02-28 22:39:46,2026-03,CREDIT_CARD,90,LOW,511789.72
HISTORY0035408,ACC0011464,BRW0001320,2026-03-01 03:10:38,CLOSED,AGT0000030,CALL,2026-02-28 11:12:43,2026-03,BNPL,75,NPA,343370.81
HISTORY0004500,ACC0027745,BRW0009317,2026-03-01 02:42:25,PTP,AGT0000067,CALL,2026-03-01 21:45:13,2026-03,PERSONAL,30,MEDIUM,676023.46
HISTORY0007648,ACC0018843,BRW0006326,2026-03-01 02:41:44,NPA,AGT0000038,BATCH,2026-02-28 22:13:49,2026-03,PERSONAL,15,HIGH,599786.77
HISTORY0012131,ACC0015808,BRW0010727,2026-03-01 02:36:36,NPA,AGT0000044,PAYMENT,2026-03-01 19:55:08,2026-03,BNPL,5,LOW,99972.11
HISTORY0035618,ACC0002300,BRW0008544,2026-03-01 02:20:19,DELINQUENT,AGT0000038,CORE,2026-03-01 09:47:48,2026-03,AUTO,45,LOW,44817.96
HISTORY0034439,ACC0024373,BRW0008590,2026-03-01 02:10:11,CLOSED,AGT0000043,FIELD,2026-03-02 01:38:44,2026-03,CREDIT_CARD,90,MEDIUM,600636.76
HISTORY0042599,ACC0006860,BRW0000748,2026-03-01 01:51:23,PTP,AGT0000033,CORE,2026-02-28 07:18:51,2026-03,BNPL,60,NPA,5415.21
HISTORY0010139,ACC0028680,BRW0008204,2026-03-01 01:46:29,DELINQUENT,AGT0000001,PAYMENT,2026-03-01 07:57:44,2026-03,CONSUMER,1,HIGH,178080.29
HISTORY0043978,ACC0017810,BRW0007323,2026-03-01 01:41:19,NPA,AGT0000013,BATCH,2026-03-01 11:28:59,2026-03,CONSUMER,1,HIGH,359029.26
HISTORY0051967,ACC0006576,BRW0010478,2026-03-01 01:30:03,NPA,AGT0000003,CALL,2026-02-28 05:20:07,2026-03,AUTO,180,HIGH,547442.08
HISTORY0017764,ACC0026554,BRW0008341,2026-03-01 01:28:59,NPA,AGT0000045,CORE,2026-03-01 13:50:35,2026-03,PERSONAL,30,NPA,656374.65
HISTORY0005318,ACC0010546,BRW0010680,2026-03-01 01:22:48,PAID,AGT0000058,BATCH,2026-03-01 06:09:54,2026-03,BNPL,75,NPA,208750.51
HISTORY0018954,ACC0007726,BRW0006336,2026-03-01 01:18:53,CLOSED,AGT0000035,PAYMENT,2026-03-01 07:50:12,2026-03,PERSONAL,45,HIGH,585784.36
HISTORY0040296,ACC0026154,BRW0003343,2026-03-01 01:02:57,CLOSED,AGT0000022,BATCH,2026-02-28 22:45:16,2026-03,AUTO,45,HIGH,436625.97
HISTORY0015191,ACC0013027,BRW0005866,2026-03-01 00:55:00,PTP,AGT0000056,PAYMENT,2026-03-01 20:11:47,2026-03,PERSONAL,45,LOW,637293.58
HISTORY0017847,ACC0011421,BRW0004936,2026-03-01 00:54:56,PAID,AGT0000056,CALL,2026-03-01 06:54:10,2026-03,AUTO,60,NPA,382374.45
HISTORY0009373,ACC0022114,BRW0009226,2026-03-01 00:49:37,WRITEOFF,AGT0000099,CALL,2026-02-28 17:05:47,2026-03,CREDIT_CARD,45,NPA,550888.36
HISTORY0052096,ACC0014037,BRW0004200,2026-03-01 00:39:27,WRITEOFF,AGT0000054,BATCH,2026-03-01 18:38:36,2026-03,PERSONAL,120,HIGH,537232.52
HISTORY0030046,ACC0001468,BRW0009698,2026-03-01 00:35:36,WRITEOFF,AGT0000078,FIELD,2026-02-28 09:23:57,2026-03,CREDIT_CARD,90,LOW,164704.28
HISTORY0048446,ACC0020801,BRW0010171,2026-03-01 00:28:14,PAID,AGT0000025,PAYMENT,2026-03-01 17:05:10,2026-03,PERSONAL,0,HIGH,69097.58
HISTORY0048371,ACC0008932,BRW0008987,2026-03-01 00:06:47,CLOSED,AGT0000041,FIELD,2026-02-28 23:41:15,2026-03,CONSUMER,0,NPA,645450.22
HISTORY0039001,ACC0024611,BRW0002238,2026-03-01 00:04:57,DELINQUENT,AGT0000036,CORE,2026-03-01 04:46:38,2026-03,CREDIT_CARD,15,MEDIUM,668064.37
HISTORY0055545,ACC0017953,BRW0003465,2026-03-01 00:03:08,PTP,AGT0000078,CALL,2026-03-01 17:36:11,2026-03,AUTO,1,LOW,695566.62
HISTORY0002911,ACC0011245,BRW0008501,2026-03-01 00:01:47,DELINQUENT,AGT0000082,CALL,2026-02-28 12:43:21,2026-03,PERSONAL,5,HIGH,563088.78
HISTORY0010232,ACC0000449,BRW0001889,2026-03-01 00:00:35,PAID,AGT0000064,FIELD,2026-03-01 02:03:08,2026-03,PERSONAL,45,LOW,226308.42
HISTORY0049922,ACC0026938,BRW0005828,2026-02-28 23:55:49,PAID,AGT0000042,FIELD,2026-03-01 08:20:24,2026-02,CREDIT_CARD,60,NPA,8976.52
HISTORY0046783,ACC0005398,BRW0005412,2026-02-28 23:53:29,ACTIVE,AGT0000097,FIELD,2026-02-28 16:12:58,2026-02,CREDIT_CARD,180,HIGH,456914.79
HISTORY0018304,ACC0014089,BRW0000207,2026-02-28 23:48:59,PTP,AGT0000089,CALL,2026-02-28 03:05:32,2026-02,CONSUMER,45,MEDIUM,578483.91
HISTORY0045551,ACC0007455,BRW0008574,2026-02-28 23:40:43,DELINQUENT,AGT0000066,CALL,2026-03-01 18:35:06,2026-02,AUTO,30,MEDIUM,394128.68
HISTORY0023081,ACC0016954,BRW0001759,2026-02-28 23:39:11,CLOSED,AGT0000094,CORE,2026-03-01 19:55:05,2026-02,BNPL,30,HIGH,270595.83
HISTORY0016504,ACC0007461,BRW0006305,2026-02-28 23:25:41,DELINQUENT,SYSTEM,CORE,2026-02-28 18:09:14,2026-02,CONSUMER,5,MEDIUM,105504.95
HISTORY0047527,ACC0020411,BRW0010432,2026-02-28 23:18:49,PTP,AGT0000092,CORE,2026-02-28 15:26:28,2026-02,CREDIT_CARD,0,MEDIUM,138625.99
HISTORY0019516,ACC0004843,BRW0003626,2026-02-28 23:11:42,WRITEOFF,AGT0000063,CORE,2026-02-28 09:44:49,2026-02,AUTO,15,HIGH,57369.38
HISTORY0018666,ACC0016332,BRW0001881,2026-02-28 23:10:11,DELINQUENT,AGT0000051,PAYMENT,2026-02-28 19:39:32,2026-02,BNPL,30,NPA,350905.74
HISTORY0021188,ACC0020809,BRW0008704,2026-02-28 23:08:44,NPA,AGT0000029,BATCH,2026-03-01 12:23:35,2026-02,CREDIT_CARD,90,NPA,406569.7
HISTORY0046953,ACC0016526,BRW0009162,2026-02-28 23:07:26,DELINQUENT,AGT0000030,CORE,2026-02-28 01:02:02,2026-02,PERSONAL,45,NPA,150119.92
HISTORY0040363,ACC0018354,BRW0002598,2026-02-28 23:05:35,CLOSED,AGT0000026,FIELD,2026-03-01 02:49:32,2026-02,AUTO,30,HIGH,619313.45
HISTORY0024776,ACC0024631,BRW0010039,2026-02-28 23:04:58,DELINQUENT,AGT0000074,CORE,2026-03-01 17:56:22,2026-02,BNPL,15,LOW,540470.72
HISTORY0002467,ACC0013514,BRW0008652,2026-02-28 22:58:46,WRITEOFF,AGT0000073,BATCH,2026-03-01 10:48:09,2026-02,CONSUMER,60,MEDIUM,629204.27
HISTORY0013946,ACC0018133,BRW0006553,2026-02-28 22:55:34,CLOSED,AGT0000096,CALL,2026-02-28 00:46:31,2026-02,CREDIT_CARD,1,LOW,468003.68
HISTORY0014569,ACC0018217,BRW0008109,2026-02-28 22:54:37,CLOSED,AGT0000099,CALL,2026-02-28 04:45:11,2026-02,BNPL,120,MEDIUM,675707.31
HISTORY0003595,ACC0021625,BRW0007255,2026-02-28 22:52:24,PTP,AGT0000075,CALL,2026-02-28 05:38:51,2026-02,CREDIT_CARD,0,HIGH,485466.16
HISTORY0006811,ACC0008819,BRW0010370,2026-02-28 22:50:53,PAID,AGT0000005,PAYMENT,2026-02-28 21:26:58,2026-02,CONSUMER,1,MEDIUM,682041.89
HISTORY0033644,ACC0003241,BRW0007826,2026-02-28 22:47:22,DELINQUENT,AGT0000051,CALL,2026-03-01 18:39:52,2026-02,PERSONAL,45,LOW,60012.8
HISTORY0032008,ACC0009630,BRW0000352,2026-02-28 22:44:20,PTP,AGT0000001,PAYMENT,2026-02-28 16:03:46,2026-02,CONSUMER,1,MEDIUM,512158.29
HISTORY0052494,ACC0009692,BRW0010501,2026-02-28 22:42:35,DELINQUENT,AGT0000079,CALL,2026-02-28 07:28:17,2026-02,CREDIT_CARD,15,HIGH,648377.68
HISTORY0007666,ACC0002366,BRW0006075,2026-02-28 22:38:10,DELINQUENT,AGT0000077,PAYMENT,2026-02-28 15:01:36,2026-02,CREDIT_CARD,0,HIGH,540303.25
HISTORY0044718,ACC0017145,BRW0003699,2026-02-28 22:30:43,WRITEOFF,AGT0000071,BATCH,2026-03-01 10:18:07,2026-02,CREDIT_CARD,75,MEDIUM,657515.11
HISTORY0039251,ACC0026600,BRW0011447,2026-02-28 22:28:07,ACTIVE,AGT0000064,BATCH,2026-03-01 01:02:35,2026-02,BNPL,120,HIGH,16610.73
HISTORY0005197,ACC0011831,BRW0006298,2026-02-28 22:23:45,WRITEOFF,AGT0000037,CALL,2026-03-01 02:33:24,2026-02,BNPL,5,HIGH,514370.67
HISTORY0023837,ACC0027280,BRW0008724,2026-02-28 22:18:56,DELINQUENT,AGT0000028,BATCH,2026-02-28 05:27:16,2026-02,PERSONAL,75,HIGH,346770.3
HISTORY0038768,ACC0002842,BRW0009844,2026-02-28 22:18:18,ACTIVE,AGT0000094,BATCH,2026-02-28 01:54:04,2026-02,CONSUMER,60,HIGH,578216.55
HISTORY0049725,ACC0016393,BRW0004136,2026-02-28 22:16:49,ACTIVE,AGT0000050,FIELD,2026-02-28 08:09:43,2026-02,PERSONAL,15,HIGH,250256.35
HISTORY0033767,ACC0003036,BRW0009250,2026-02-28 22:10:24,PTP,AGT0000017,CALL,2026-03-01 18:02:47,2026-02,BNPL,90,LOW,227974.4
HISTORY0044733,ACC0001670,BRW0008607,2026-02-28 22:05:29,PTP,AGT0000066,FIELD,2026-03-01 05:38:55,2026-02,PERSONAL,60,NPA,562939.04
HISTORY0005870,ACC0009069,BRW0008172,2026-02-28 21:54:48,PAID,AGT0000097,CALL,2026-03-01 03:26:05,2026-02,CONSUMER,60,HIGH,676499.48
HISTORY0016025,ACC0016246,BRW0011213,2026-02-28 21:52:31,NPA,AGT0000060,BATCH,2026-02-28 03:18:56,2026-02,PERSONAL,90,HIGH,596289.4
HISTORY0015259,ACC0015480,BRW0008501,2026-02-28 21:31:29,DELINQUENT,AGT0000075,PAYMENT,2026-03-01 12:12:35,2026-02,BNPL,30,MEDIUM,405690.07
HISTORY0034174,ACC0023521,BRW0001261,2026-02-28 21:26:13,ACTIVE,AGT0000028,CALL,2026-02-28 17:35:49,2026-02,CONSUMER,120,NPA,464949.7
HISTORY0023534,ACC0009304,BRW0003898,2026-02-28 21:23:05,PTP,AGT0000062,FIELD,2026-03-01 06:20:21,2026-02,PERSONAL,180,HIGH,681284.9
HISTORY0028822,ACC0027340,BRW0010152,2026-02-28 21:22:56,PTP,AGT0000078,CALL,2026-02-27 23:44:03,2026-02,PERSONAL,30,HIGH,591768.77
HISTORY0037123,ACC0005096,BRW0002186,2026-02-28 21:16:21,PAID,AGT0000045,CALL,2026-02-28 12:31:20,2026-02,AUTO,90,MEDIUM,169334.34
HISTORY0012088,ACC0019394,BRW0006488,2026-02-28 21:08:08,PAID,AGT0000097,CORE,2026-03-01 14:38:42,2026-02,AUTO,45,LOW,254924.53
HISTORY0057465,ACC0017553,BRW0002402,2026-02-28 21:07:46,DELINQUENT,AGT0000018,FIELD,2026-02-28 04:19:33,2026-02,CREDIT_CARD,75,MEDIUM,309489.22
HISTORY0023555,ACC0002194,BRW0010602,2026-02-28 21:07:09,ACTIVE,AGT0000089,BATCH,2026-03-01 20:26:13,2026-02,CREDIT_CARD,45,NPA,107710.68
HISTORY0024081,ACC0016910,BRW0007749,2026-02-28 21:06:03,PAID,AGT0000010,FIELD,2026-03-01 08:56:59,2026-02,CONSUMER,120,HIGH,216265.47
HISTORY0013782,ACC0015878,BRW0005405,2026-02-28 21:05:45,ACTIVE,AGT0000037,PAYMENT,2026-02-28 19:26:59,2026-02,AUTO,75,LOW,198991.86
HISTORY0021928,ACC0025939,BRW0001428,2026-02-28 21:00:04,DELINQUENT,AGT0000005,BATCH,2026-02-28 20:25:28,2026-02,AUTO,0,MEDIUM,469493.65
HISTORY0010601,ACC0006432,BRW0005965,2026-02-28 21:00:04,WRITEOFF,AGT0000033,CORE,2026-03-01 11:44:51,2026-02,BNPL,45,HIGH,260064.75
HISTORY0055841,ACC0006571,BRW0001770,2026-02-28 20:49:44,WRITEOFF,AGT0000051,PAYMENT,2026-02-28 19:25:27,2026-02,BNPL,90,HIGH,415483.97
HISTORY0034913,ACC0025913,BRW0011189,2026-02-28 20:49:43,CLOSED,AGT0000054,FIELD,2026-02-28 21:59:11,2026-02,AUTO,45,LOW,184595.06
HISTORY0019186,ACC0022312,BRW0003098,2026-02-28 20:49:38,NPA,AGT0000057,CALL,2026-03-01 06:02:18,2026-02,BNPL,90,MEDIUM,241308.66
HISTORY0035060,ACC0023851,BRW0006694,2026-02-28 20:47:03,WRITEOFF,AGT0000069,BATCH,2026-02-28 11:02:43,2026-02,AUTO,120,LOW,333142.79
HISTORY0001508,ACC0013410,BRW0002799,2026-02-28 20:41:46,CLOSED,AGT0000087,CORE,2026-03-01 20:34:43,2026-02,BNPL,60,HIGH,519701.6
HISTORY0018592,ACC0027185,BRW0007894,2026-02-28 20:36:41,ACTIVE,AGT0000009,FIELD,2026-02-28 17:27:02,2026-02,CONSUMER,5,MEDIUM,515485.48
HISTORY0030864,ACC0019262,BRW0001430,2026-02-28 20:04:54,PTP,AGT0000011,FIELD,2026-03-01 18:26:45,2026-02,AUTO,0,LOW,686299.96
HISTORY0048652,ACC0015656,BRW0002467,2026-02-28 19:57:30,WRITEOFF,AGT0000066,FIELD,2026-02-28 05:20:37,2026-02,AUTO,1,HIGH,319749.53
HISTORY0011717,ACC0026495,BRW0007675,2026-02-28 19:52:19,PTP,AGT0000048,CALL,2026-03-01 17:26:41,2026-02,CREDIT_CARD,1,MEDIUM,691661.82
HISTORY0022061,ACC0015324,BRW0001721,2026-02-28 19:49:09,PTP,AGT0000017,FIELD,2026-02-28 06:08:23,2026-02,PERSONAL,90,HIGH,631046.86
HISTORY0024723,ACC0015727,BRW0005522,2026-02-28 19:47:37,CLOSED,AGT0000048,BATCH,2026-03-01 02:52:27,2026-02,PERSONAL,5,NPA,431207.39
HISTORY0020416,ACC0011349,BRW0008157,2026-02-28 19:40:29,WRITEOFF,AGT0000045,FIELD,2026-02-28 08:49:17,2026-02,PERSONAL,90,NPA,609112.64
HISTORY0000908,ACC0015839,BRW0009862,2026-02-28 19:35:43,NPA,AGT0000087,CALL,2026-03-01 01:40:35,2026-02,CONSUMER,15,NPA,552081.25
HISTORY0015518,ACC0009893,BRW0006839,2026-02-28 19:23:23,DELINQUENT,AGT0000004,FIELD,2026-02-28 18:26:23,2026-02,BNPL,180,NPA,321830.78
HISTORY0011500,ACC0018943,BRW0005421,2026-02-28 19:18:04,CLOSED,AGT0000074,CORE,2026-03-01 03:54:35,2026-02,CONSUMER,0,NPA,136907.01
HISTORY0005741,ACC0013503,BRW0011601,2026-02-28 19:07:48,NPA,AGT0000033,CALL,2026-02-27 21:12:55,2026-02,CREDIT_CARD,45,NPA,97648.29
HISTORY0031339,ACC0004698,BRW0006088,2026-02-28 19:07:27,DELINQUENT,AGT0000001,PAYMENT,2026-03-01 03:03:44,2026-02,AUTO,120,HIGH,411309.52
HISTORY0044428,ACC0029656,BRW0003762,2026-02-28 18:59:12,WRITEOFF,AGT0000076,BATCH,2026-03-01 17:10:03,2026-02,BNPL,30,LOW,555442.99
HISTORY0034516,ACC0020620,BRW0010083,2026-02-28 18:45:38,NPA,AGT0000099,FIELD,2026-03-01 03:47:30,2026-02,AUTO,15,NPA,528348.44
HISTORY0040911,ACC0024068,BRW0005387,2026-02-28 18:40:32,PTP,AGT0000038,CALL,2026-02-28 21:44:57,2026-02,CREDIT_CARD,180,HIGH,694033.43
HISTORY0015803,ACC0015014,BRW0009827,2026-02-28 18:35:59,ACTIVE,AGT0000018,BATCH,2026-02-28 20:48:04,2026-02,BNPL,180,LOW,675010.24
HISTORY0045658,ACC0005164,BRW0008014,2026-02-28 18:35:15,PAID,AGT0000076,BATCH,2026-02-28 14:37:42,2026-02,PERSONAL,30,MEDIUM,261669.3
HISTORY0051366,ACC0011777,BRW0004050,2026-02-28 18:33:54,PAID,AGT0000022,CALL,2026-02-27 21:47:54,2026-02,BNPL,60,MEDIUM,278759.19
HISTORY0000206,ACC0028446,BRW0004194,2026-02-28 18:31:10,DELINQUENT,AGT0000098,PAYMENT,2026-02-28 13:14:31,2026-02,CREDIT_CARD,180,LOW,338004.28
HISTORY0035444,ACC0005081,BRW0010960,2026-02-28 18:24:08,CLOSED,AGT0000016,PAYMENT,2026-03-01 10:01:33,2026-02,BNPL,5,NPA,393452.27
HISTORY0015213,ACC0007266,BRW0002333,2026-02-28 18:20:31,DELINQUENT,AGT0000056,CORE,2026-02-28 22:40:56,2026-02,CONSUMER,30,NPA,269313.13
HISTORY0034408,ACC0016180,BRW0004721,2026-02-28 18:14:02,ACTIVE,AGT0000088,CORE,2026-02-28 15:28:30,2026-02,CREDIT_CARD,60,HIGH,421017.03
HISTORY0053232,ACC0011443,BRW0006198,2026-02-28 18:00:41,NPA,AGT0000096,PAYMENT,2026-03-01 09:10:23,2026-02,CREDIT_CARD,30,MEDIUM,82279.19
HISTORY0057700,ACC0021415,BRW0003085,2026-02-28 17:47:42,ACTIVE,AGT0000094,CALL,2026-02-28 10:34:16,2026-02,PERSONAL,45,NPA,657460.16
HISTORY0047032,ACC0011765,BRW0000558,2026-02-28 17:42:23,WRITEOFF,AGT0000073,FIELD,2026-03-01 06:40:05,2026-02,BNPL,75,MEDIUM,568422.63
HISTORY0012674,ACC0003908,BRW0006056,2026-02-28 17:31:37,CLOSED,AGT0000082,PAYMENT,2026-02-27 17:51:04,2026-02,CREDIT_CARD,75,NPA,414781.75
HISTORY0025433,ACC0017542,BRW0006071,2026-02-28 17:29:57,PAID,AGT0000061,CORE,2026-02-28 18:27:18,2026-02,BNPL,60,LOW,528251.74
HISTORY0015624,ACC0016229,BRW0004604,2026-02-28 17:25:25,ACTIVE,AGT0000080,PAYMENT,2026-03-01 12:56:11,2026-02,AUTO,60,MEDIUM,210644.82
HISTORY0030730,ACC0019649,BRW0002750,2026-02-28 17:22:14,NPA,AGT0000082,FIELD,2026-02-28 12:20:12,2026-02,PERSONAL,90,LOW,265820.05
HISTORY0017215,ACC0022012,BRW0007586,2026-02-28 17:12:37,DELINQUENT,AGT0000004,CALL,2026-03-01 10:26:31,2026-02,BNPL,45,MEDIUM,432605.51
HISTORY0049046,ACC0005023,BRW0005861,2026-02-28 17:05:27,NPA,AGT0000025,BATCH,2026-03-01 15:00:58,2026-02,BNPL,30,HIGH,679525.33
HISTORY0038203,ACC0019126,BRW0006963,2026-02-28 16:51:15,ACTIVE,AGT0000073,BATCH,2026-02-28 19:58:39,2026-02,CONSUMER,5,NPA,676841.3
HISTORY0011877,ACC0013560,BRW0005857,2026-02-28 16:50:47,ACTIVE,AGT0000001,CORE,2026-02-28 10:03:10,2026-02,PERSONAL,90,LOW,344966.23
HISTORY0013401,ACC0006224,BRW0002549,2026-02-28 16:50:13,ACTIVE,AGT0000091,CALL,2026-03-01 06:40:05,2026-02,AUTO,0,NPA,576488.28
HISTORY0035272,ACC0013257,BRW0007776,2026-02-28 16:45:13,NPA,AGT0000057,CORE,2026-02-28 16:46:43,2026-02,AUTO,15,NPA,490409.11
HISTORY0056226,ACC0002954,BRW0011329,2026-02-28 16:44:40,PTP,AGT0000003,CALL,2026-02-28 03:52:15,2026-02,CREDIT_CARD,0,NPA,381812.91
HISTORY0044459,ACC0018590,BRW0004410,2026-02-28 16:43:28,ACTIVE,AGT0000044,PAYMENT,2026-03-01 13:53:14,2026-02,CREDIT_CARD,5,NPA,3791.1
HISTORY0010406,ACC0021601,BRW0011660,2026-02-28 16:32:53,WRITEOFF,AGT0000091,PAYMENT,2026-03-01 16:31:03,2026-02,BNPL,60,NPA,502237.93
